real_part,imag_part
-4.860863043027208619e+02,0.000000000000000000e+00
-3.657679320036093973e+00,0.000000000000000000e+00
-1.517262698185431358e+00,1.221063190472397419e+00
-1.517262698185431358e+00,-1.221063190472397419e+00
-2.556090557597089585e+00,0.000000000000000000e+00
-8.571254345856450740e+00,0.000000000000000000e+00
